age,campaign,pdays,emp.var.rate,cons.conf.idx,euribor3m,nr.employed,job_n,marital_n,education_n,default_n,housing_n,loan_n,contact_n,poutcome_n
31,2,999,-0.1,-42.0,4.191,5195.8,2,1,1,0,0,0,1,0
53,1,999,1.4,-36.1,4.968,5228.1,3,0,3,0,1,1,1,0
29,6,999,-1.8,-46.2,1.244,5099.1,2,2,4,0,1,1,1,0
37,1,999,1.4,-36.1,4.968,5228.1,2,0,5,0,1,0,1,0
36,5,999,1.4,-42.7,4.968,5228.1,10,2,5,0,0,1,1,0
29,7,999,1.4,-42.7,4.958,5228.1,2,0,1,0,0,0,1,0
22,1,999,1.1,-36.4,4.858,5191.0,1,1,0,0,0,0,0,0
28,2,999,-3.4,-29.8,0.803,5017.5,10,1,1,0,0,0,1,0
42,3,999,1.1,-36.4,4.857,5191.0,2,1,5,0,1,1,0,0
38,1,999,1.4,-36.1,4.967,5228.1,2,1,1,0,1,0,1,0
47,3,999,-0.1,-42.0,4.021,5195.8,6,0,1,0,1,1,1,0
57,1,999,1.1,-36.4,4.857,5191.0,5,1,1,0,1,0,0,0
30,2,999,-0.1,-42.0,4.153,5195.8,1,0,2,0,0,0,1,0
33,6,999,1.4,-41.8,4.961,5228.1,1,0,0,0,1,1,0,0
40,1,999,1.4,-42.7,4.963,5228.1,5,2,0,0,0,0,1,0
37,7,999,1.4,-41.8,4.959,5228.1,3,0,0,0,1,0,0,0
34,2,999,1.4,-42.7,4.957,5228.1,2,0,1,0,0,0,1,0
34,1,999,1.4,-42.7,4.961,5228.1,2,0,5,0,0,0,1,0
49,14,999,1.4,-36.1,4.964,5228.1,4,0,4,0,1,1,1,0
54,3,999,1.1,-36.4,4.858,5191.0,3,0,0,0,0,0,0,0
32,2,999,1.4,-42.7,4.96,5228.1,2,0,1,0,0,0,1,0
46,1,999,1.4,-36.1,4.967,5228.1,2,0,5,0,0,0,1,0
55,2,999,1.1,-36.4,4.857,5191.0,3,0,3,0,1,0,0,0
55,3,999,-1.8,-46.2,1.299,5099.1,8,0,5,0,0,0,1,0
40,6,999,-1.7,-38.3,0.891,4991.6,2,0,1,0,1,0,0,0
43,3,999,1.1,-36.4,4.864,5191.0,2,0,5,0,0,0,0,0
49,1,999,-3.4,-26.9,0.754,5017.5,4,2,5,0,0,0,1,0
31,1,999,-1.8,-46.2,1.334,5099.1,1,0,1,0,1,0,1,0
32,2,999,-1.8,-46.2,1.27,5099.1,4,0,5,0,1,0,0,0
46,1,999,-2.9,-33.6,1.044,5076.2,2,2,1,0,0,0,1,0
54,2,999,1.1,-36.4,4.857,5191.0,3,1,0,0,1,0,0,0
33,5,999,1.4,-36.1,4.962,5228.1,2,0,5,0,0,0,1,0
44,1,999,-2.9,-40.8,1.268,5076.2,2,0,5,0,1,0,1,0
51,4,999,1.4,-42.7,4.963,5228.1,6,0,3,0,1,0,1,0
32,1,999,1.1,-36.4,4.858,5191.0,3,2,3,0,0,0,0,0
34,4,999,-1.8,-46.2,1.313,5099.1,3,0,3,0,1,1,0,0
31,4,999,-0.1,-42.0,4.021,5195.8,4,0,5,0,1,0,1,0
56,1,999,-0.1,-42.0,4.191,5195.8,1,0,1,0,0,0,0,0
33,4,999,1.4,-42.7,4.968,5228.1,1,0,4,0,1,1,1,0
40,4,999,1.4,-42.7,4.962,5228.1,3,0,0,0,1,0,1,0
34,1,999,1.1,-36.4,4.857,5191.0,3,0,3,0,0,0,0,0
41,2,999,1.4,-41.8,4.961,5228.1,3,0,3,0,1,0,0,0
30,5,999,1.4,-42.7,4.962,5228.1,4,1,4,0,1,0,1,0
31,2,999,1.1,-36.4,4.855,5191.0,1,0,3,0,1,0,0,0
29,1,3,-2.9,-40.8,1.26,5076.2,4,1,5,0,0,0,1,1
44,1,999,1.1,-36.4,4.856,5191.0,2,2,1,0,1,0,0,0
29,1,999,1.4,-36.1,4.964,5228.1,4,1,4,0,1,1,1,0
40,4,999,1.4,-42.7,4.962,5228.1,3,2,3,0,0,0,1,0
45,1,999,1.4,-36.1,4.966,5228.1,3,0,0,0,0,0,1,0
41,4,999,1.4,-41.8,4.865,5228.1,4,1,5,0,1,0,0,0
30,1,999,1.1,-36.4,4.857,5191.0,10,1,5,0,0,0,0,0
54,2,999,-2.9,-31.4,0.843,5076.2,8,0,5,0,1,0,1,0
50,2,999,-1.8,-34.8,0.643,5008.7,6,0,5,0,1,0,1,0
42,2,999,1.1,-36.4,4.855,5191.0,2,0,5,0,0,0,0,0
48,2,999,-0.1,-42.0,4.021,5195.8,2,0,1,0,1,0,1,0
41,1,999,1.4,-42.7,4.955,5228.1,1,1,1,0,1,0,0,0
65,5,3,-1.1,-49.5,1.025,4963.6,5,0,1,0,1,0,1,1
31,2,999,1.1,-36.4,4.86,5191.0,2,0,1,0,1,0,0,0
35,1,999,1.4,-41.8,4.959,5228.1,1,1,1,0,0,1,0,0
60,1,999,-1.8,-47.1,1.405,5099.1,3,0,0,0,1,0,1,0
26,2,999,-1.8,-46.2,1.244,5099.1,10,1,1,0,0,0,1,0
33,1,999,-1.8,-46.2,1.299,5099.1,8,1,5,0,0,0,1,0
37,3,999,-1.8,-46.2,1.334,5099.1,3,0,0,0,1,0,1,0
42,6,999,-0.1,-42.0,4.076,5195.8,3,2,0,0,0,0,1,0
30,1,17,-1.1,-49.5,1.037,4963.6,10,1,1,0,1,0,1,0
45,1,999,-0.1,-42.0,4.076,5195.8,3,0,3,0,0,0,1,0
28,3,999,1.1,-36.4,4.86,5191.0,3,0,0,0,0,0,0,0
50,2,999,1.4,-36.1,4.968,5228.1,3,0,0,0,1,0,1,0
33,1,999,1.4,-42.7,4.961,5228.1,2,0,5,0,0,0,1,0
42,7,999,1.4,-36.1,4.963,5228.1,4,2,1,0,1,0,1,0
37,5,999,-1.8,-46.2,1.25,5099.1,2,1,1,0,1,0,1,0
41,1,999,-1.8,-47.1,1.466,5099.1,7,0,3,0,1,0,1,0
31,4,999,1.4,-36.1,4.964,5228.1,2,1,5,0,0,0,1,0
38,2,999,1.1,-36.4,4.857,5191.0,9,2,5,0,1,0,0,0
39,4,999,-1.8,-34.8,0.643,5008.7,2,2,4,0,0,0,1,0
47,4,999,1.4,-36.1,4.965,5228.1,1,0,1,0,1,0,1,0
55,1,999,-1.8,-46.2,1.25,5099.1,6,0,2,0,1,0,1,0
28,1,999,1.4,-41.8,4.961,5228.1,9,0,3,0,1,0,0,0
43,1,999,1.4,-42.7,4.962,5228.1,2,0,5,0,1,0,1,0
37,1,999,-1.8,-46.2,1.327,5099.1,3,0,0,0,1,0,1,0
32,3,999,1.4,-36.1,4.963,5228.1,2,1,5,0,0,0,1,0
48,3,999,-1.8,-46.2,1.334,5099.1,3,0,0,0,1,0,1,0
32,4,999,1.4,-36.1,4.963,5228.1,2,1,5,0,1,0,1,0
38,1,999,1.1,-36.4,4.855,5191.0,9,0,2,0,0,0,0,0
49,1,999,1.4,-36.1,4.968,5228.1,1,0,1,0,0,0,1,0
41,1,999,1.4,-42.7,4.961,5228.1,3,0,3,0,1,1,1,0
48,1,999,1.4,-36.1,4.964,5228.1,2,0,5,0,0,0,1,0
32,5,999,1.4,-42.7,4.963,5228.1,4,0,3,0,0,0,1,0
34,1,999,1.4,-36.1,4.968,5228.1,2,0,5,0,1,0,1,0
24,1,999,1.4,-42.7,4.961,5228.1,2,1,1,0,1,1,0,0
42,1,13,-2.9,-31.4,0.869,5076.2,6,0,5,0,1,0,1,1
49,3,999,-1.8,-47.1,1.365,5099.1,6,0,5,0,1,0,1,0
51,2,999,-1.8,-50.0,1.538,5099.1,4,0,5,0,1,0,1,0
28,5,999,1.4,-41.8,4.959,5228.1,3,0,3,0,0,1,0,0
57,1,999,1.4,-41.8,4.866,5228.1,3,0,0,0,0,0,0,0
29,1,999,1.1,-36.4,4.858,5191.0,4,1,5,0,1,0,0,0
51,6,999,1.1,-36.4,4.857,5191.0,4,0,3,0,1,0,0,0
41,1,999,-1.8,-46.2,1.281,5099.1,4,0,3,0,1,0,1,0
29,3,999,-0.1,-42.0,4.076,5195.8,7,0,0,0,1,0,1,0
32,1,999,1.4,-41.8,4.96,5228.1,3,0,3,0,1,0,0,0
44,1,999,-1.8,-40.0,0.682,5008.7,4,0,5,0,0,0,1,0
41,2,999,1.4,-42.7,4.961,5228.1,4,0,5,0,0,0,1,0
21,2,999,-1.8,-46.2,1.244,5099.1,3,1,3,0,0,0,1,0
34,1,999,-1.8,-47.1,1.445,5099.1,2,1,4,0,0,0,1,0
30,1,999,1.4,-36.1,4.964,5228.1,4,1,5,0,0,0,1,0
38,1,999,1.1,-36.4,4.857,5191.0,1,0,1,0,1,1,0,0
29,2,999,1.4,-41.8,4.96,5228.1,3,0,1,0,0,0,0,0
36,1,999,-1.8,-46.2,1.327,5099.1,3,0,3,0,1,0,1,0
47,1,999,1.4,-42.7,4.96,5228.1,3,0,2,0,0,1,1,0
47,1,999,1.1,-36.4,4.859,5191.0,3,0,3,0,1,0,0,0
27,3,999,1.1,-36.4,4.86,5191.0,1,1,4,0,0,0,0,0
32,4,999,1.1,-36.4,4.859,5191.0,1,0,1,0,0,1,0,0
50,2,3,-1.8,-40.0,0.682,5008.7,2,0,1,0,0,0,1,1
46,2,999,-1.8,-46.2,1.327,5099.1,6,0,5,0,1,0,1,0
30,3,999,1.4,-36.1,4.962,5228.1,4,1,5,0,1,0,1,0
55,3,999,-3.4,-30.1,0.722,5017.5,2,0,3,0,0,0,1,0
25,1,999,-1.8,-47.1,1.365,5099.1,3,1,3,0,1,0,1,0
34,2,999,-1.8,-47.1,1.4,5099.1,2,0,0,0,0,1,1,0
53,2,999,1.4,-41.8,4.958,5228.1,3,0,2,0,1,0,0,0
29,2,999,1.4,-36.1,4.965,5228.1,4,0,5,0,1,0,1,0
33,1,999,-1.8,-46.2,1.244,5099.1,3,1,1,0,0,0,1,0
28,1,999,-1.8,-34.8,0.643,5008.7,2,1,5,0,0,0,1,0
27,1,999,-0.1,-40.4,5.045,5195.8,8,1,5,0,0,0,0,0
39,2,999,-1.8,-46.2,1.299,5099.1,3,0,2,0,0,0,1,0
32,1,999,1.4,-36.1,4.964,5228.1,2,1,5,0,1,0,1,0
31,2,9,-1.7,-38.3,0.898,4991.6,4,1,5,0,1,0,1,1
35,1,999,-1.8,-47.1,1.405,5099.1,4,1,5,0,1,0,1,0
30,20,999,1.4,-42.7,4.96,5228.1,4,1,5,0,0,0,1,0
48,7,999,1.4,-42.7,4.962,5228.1,1,0,1,0,1,1,1,0
45,1,999,-1.8,-46.2,1.25,5099.1,1,0,1,0,1,0,1,0
47,1,999,-0.1,-42.0,4.663,5195.8,2,0,5,0,0,1,0,0
38,1,999,-1.8,-46.2,1.334,5099.1,3,1,2,0,0,1,1,0
81,1,999,-1.1,-49.5,1.016,4963.6,5,0,0,0,1,0,1,0
34,1,999,1.1,-36.4,4.859,5191.0,9,0,0,0,0,0,0,0
39,1,999,-3.4,-29.8,0.755,5017.5,1,0,1,0,0,0,1,0
33,5,999,-1.8,-46.2,1.25,5099.1,1,1,5,0,0,0,1,0
30,4,999,-1.8,-47.1,1.445,5099.1,7,1,3,0,0,0,1,0
57,1,999,-0.1,-42.0,4.021,5195.8,2,2,5,0,0,1,1,0
34,1,999,1.1,-36.4,4.864,5191.0,1,0,1,0,0,1,0,0
44,3,999,1.1,-36.4,4.855,5191.0,4,1,4,0,0,0,0,0
50,3,999,1.4,-41.8,4.961,5228.1,3,0,0,0,0,0,0,0
49,3,999,1.1,-36.4,4.859,5191.0,6,0,5,0,0,0,0,0
60,2,999,1.4,-36.1,4.964,5228.1,5,0,4,0,0,0,1,0
40,1,999,-1.8,-46.2,1.27,5099.1,4,1,5,0,0,0,0,0
36,3,999,1.4,-41.8,4.959,5228.1,2,0,1,0,1,0,0,0
30,1,999,1.4,-36.1,4.963,5228.1,4,1,4,0,1,0,1,0
36,2,999,1.4,-41.8,4.962,5228.1,3,0,3,0,0,0,0,0
33,7,999,1.4,-36.1,4.967,5228.1,9,0,5,0,0,0,1,0
35,4,999,1.4,-42.7,4.961,5228.1,4,0,4,0,1,0,1,0
41,2,999,1.4,-42.7,4.963,5228.1,8,2,4,0,0,0,1,0
32,6,999,1.4,-42.7,4.961,5228.1,3,1,3,0,1,1,1,0
36,2,999,1.4,-42.7,4.963,5228.1,4,0,4,0,0,0,1,0
41,1,999,1.4,-36.1,4.965,5228.1,4,0,4,0,0,0,1,0
58,2,999,1.4,-41.8,4.864,5228.1,3,0,1,0,1,0,0,0
40,1,999,1.4,-42.7,4.962,5228.1,3,0,2,0,1,0,1,0
44,1,999,1.4,-41.8,4.864,5228.1,8,0,3,0,1,0,0,0
26,1,999,1.1,-36.4,4.86,5191.0,8,0,5,0,0,0,0,0
59,1,999,1.4,-41.8,4.866,5228.1,5,0,1,0,1,0,0,0
47,1,999,-1.8,-46.2,1.244,5099.1,9,0,4,0,1,0,1,0
32,3,999,1.1,-36.4,4.855,5191.0,5,0,1,0,0,0,0,0
29,1,999,1.4,-36.1,4.963,5228.1,2,1,5,0,1,0,0,0
34,2,8,-3.4,-26.9,0.735,5017.5,4,0,4,0,1,0,1,1
33,1,999,-1.8,-47.1,1.415,5099.1,2,0,5,0,0,0,1,0
45,7,999,1.4,-41.8,4.961,5228.1,6,0,5,0,1,0,0,0
43,1,999,1.4,-41.8,4.865,5228.1,5,0,0,0,1,0,0,0
35,1,999,1.4,-36.1,4.965,5228.1,2,1,5,0,1,1,1,0
33,1,999,1.4,-42.7,4.962,5228.1,2,1,5,0,1,0,1,0
30,2,999,1.4,-42.7,4.963,5228.1,2,0,5,0,0,0,1,0
43,3,999,1.4,-41.8,4.864,5228.1,3,0,0,0,1,0,0,0
35,2,999,1.1,-36.4,4.857,5191.0,4,0,4,0,0,0,0,0
38,1,999,-1.8,-46.2,1.313,5099.1,3,0,4,0,0,0,1,0
46,1,999,1.1,-36.4,4.856,5191.0,3,0,2,0,1,0,0,0
46,1,999,1.1,-36.4,4.859,5191.0,3,0,0,0,0,0,0,0
26,5,999,1.1,-36.4,4.857,5191.0,2,1,1,0,0,0,0,0
53,2,3,-2.9,-40.8,1.268,5076.2,2,1,5,0,1,0,1,1
50,1,999,1.4,-42.7,4.961,5228.1,4,0,4,0,0,1,1,0
32,4,999,1.4,-41.8,4.947,5228.1,6,0,5,0,0,0,0,0
33,2,999,-1.8,-46.2,1.281,5099.1,3,0,3,0,0,0,1,0
37,1,999,1.4,-42.7,4.968,5228.1,0,1,4,0,0,1,1,0
42,4,999,-1.8,-46.2,1.344,5099.1,3,0,3,0,1,1,1,0
37,1,999,-3.4,-26.9,0.744,5017.5,0,1,5,0,1,0,1,0
50,1,999,-0.1,-42.0,4.191,5195.8,4,0,1,0,0,0,1,0
36,1,999,-0.1,-40.4,4.794,5195.8,8,1,5,0,1,0,0,0
41,1,999,-1.8,-47.1,1.405,5099.1,4,0,5,0,0,0,1,0
29,1,999,-1.8,-46.2,1.334,5099.1,2,1,1,0,1,0,1,0
36,2,999,1.4,-42.7,4.96,5228.1,9,0,1,0,0,0,1,0
34,1,999,1.4,-36.1,4.967,5228.1,2,0,5,0,0,0,1,0
45,1,999,1.4,-36.1,4.968,5228.1,8,0,0,0,1,1,1,0
33,3,999,1.4,-42.7,4.968,5228.1,2,2,1,0,0,1,1,0
49,4,999,-2.9,-40.8,1.286,5076.2,1,0,1,0,0,0,1,0
33,1,999,1.1,-36.4,4.858,5191.0,4,0,4,0,1,0,0,0
29,2,999,1.1,-36.4,4.86,5191.0,4,1,4,0,0,0,0,0
35,3,999,1.4,-41.8,4.967,5228.1,4,0,5,0,1,0,0,0
30,2,999,1.4,-41.8,4.865,5228.1,2,0,5,0,0,0,0,0
51,4,999,-1.8,-46.2,1.291,5099.1,3,2,0,0,1,0,1,0
30,1,999,-0.1,-42.0,4.076,5195.8,2,1,5,0,0,0,1,0
52,3,999,-1.8,-46.2,1.244,5099.1,3,0,3,0,1,0,1,0
44,3,999,-1.8,-46.2,1.334,5099.1,2,0,3,0,0,0,1,0
29,1,999,-0.1,-42.0,4.153,5195.8,6,1,5,0,0,1,1,0
42,3,999,-1.8,-46.2,1.354,5099.1,1,0,1,0,1,0,1,0
54,3,999,-3.4,-26.9,0.739,5017.5,0,0,4,0,0,0,0,0
49,31,999,1.4,-41.8,4.961,5228.1,3,0,3,0,1,0,0,0
18,1,3,-3.4,-29.8,0.809,5017.5,10,1,5,0,0,0,1,1
55,2,999,-0.1,-42.0,4.153,5195.8,2,0,4,0,1,1,0,0
50,6,999,1.4,-42.7,4.961,5228.1,3,0,0,0,1,1,1,0
52,4,999,1.1,-36.4,4.855,5191.0,8,0,5,0,1,0,0,0
57,2,999,-1.8,-46.2,1.244,5099.1,1,0,1,0,1,0,1,0
36,1,999,1.4,-36.1,4.966,5228.1,2,2,5,0,0,0,1,0
59,1,999,1.4,-42.7,4.963,5228.1,6,0,5,0,0,0,1,0
30,3,999,-2.9,-40.8,1.206,5076.2,10,1,5,0,0,0,1,0
44,1,999,-1.8,-46.2,1.299,5099.1,2,0,3,0,1,0,1,0
52,3,999,1.4,-36.1,4.965,5228.1,1,0,4,0,1,1,1,0
42,1,999,-1.8,-46.2,1.291,5099.1,3,0,0,0,0,0,1,0
26,2,999,-1.8,-46.2,1.313,5099.1,3,1,2,0,1,1,1,0
34,2,999,1.4,-42.7,4.966,5228.1,3,0,3,0,1,0,0,0
44,1,999,1.4,-42.7,4.962,5228.1,7,0,3,0,1,0,1,0
32,3,999,1.1,-36.4,4.86,5191.0,2,1,3,0,0,0,0,0
28,2,999,1.1,-36.4,4.857,5191.0,4,2,5,0,0,0,0,0
51,1,999,-1.1,-50.8,1.05,4963.6,1,0,1,0,1,0,1,0
42,1,999,1.1,-36.4,4.857,5191.0,3,0,0,0,0,0,0,0
41,1,999,1.1,-36.4,4.858,5191.0,4,0,5,0,0,0,0,0
41,4,999,-1.8,-47.1,1.405,5099.1,3,0,0,0,0,0,1,0
48,1,999,1.4,-36.1,4.97,5228.1,0,0,0,0,0,1,1,0
23,1,999,-1.8,-46.2,1.281,5099.1,3,0,3,0,1,0,1,0
24,4,26,-1.7,-40.3,0.885,4991.6,4,0,4,0,0,0,1,1
49,8,999,1.4,-36.1,4.966,5228.1,5,2,4,0,1,1,0,0
48,9,999,-1.8,-46.2,1.291,5099.1,2,2,5,0,0,0,1,0
36,3,999,-1.8,-46.2,1.313,5099.1,2,0,5,0,1,0,1,0
44,1,999,1.4,-36.1,4.966,5228.1,4,2,1,0,1,0,1,0
39,1,999,1.4,-42.7,4.96,5228.1,1,0,1,0,1,0,0,0
40,1,999,1.4,-42.7,4.961,5228.1,6,0,5,0,0,1,1,0
22,3,999,1.4,-42.7,4.961,5228.1,1,1,1,0,1,0,1,0
40,4,999,1.1,-36.4,4.857,5191.0,3,0,3,0,1,0,0,0
59,2,999,1.1,-36.4,4.857,5191.0,3,0,0,0,1,0,0,0
24,2,999,1.4,-42.7,4.957,5228.1,3,1,1,0,0,0,1,0
33,2,999,1.1,-36.4,4.857,5191.0,1,0,1,0,0,1,0,0
37,1,999,-1.8,-47.1,1.405,5099.1,2,0,1,0,0,1,1,0
55,1,999,1.4,-42.7,4.962,5228.1,2,2,1,0,1,0,1,0
54,1,999,1.4,-36.1,4.964,5228.1,3,0,5,0,0,0,1,0
30,1,999,-1.8,-46.2,1.299,5099.1,1,0,1,0,1,1,1,0
44,1,999,-1.8,-46.2,1.281,5099.1,2,0,1,0,0,0,1,0
45,3,999,1.1,-36.4,4.859,5191.0,6,0,5,0,0,0,0,0
50,2,3,-1.8,-40.0,0.682,5008.7,2,0,5,0,1,0,1,1
33,2,999,1.4,-42.7,4.959,5228.1,1,0,1,0,1,0,1,0
53,1,999,-1.8,-46.2,1.334,5099.1,2,0,5,0,1,0,1,0
27,1,999,-1.8,-46.2,1.266,5099.1,2,0,4,0,1,0,1,0
30,3,999,1.4,-36.1,4.963,5228.1,2,0,5,0,0,1,1,0
50,3,999,1.1,-36.4,4.857,5191.0,1,0,1,0,1,0,0,0
45,4,999,1.4,-42.7,4.961,5228.1,1,0,0,0,0,0,0,0
33,1,999,-1.8,-46.2,1.327,5099.1,3,0,2,0,0,0,1,0
52,5,999,-1.8,-47.1,1.405,5099.1,3,0,0,0,1,0,1,0
69,1,999,-2.9,-31.4,0.883,5076.2,9,0,5,0,1,0,1,0
37,10,999,1.1,-36.4,4.86,5191.0,2,2,1,0,0,0,0,0
26,1,999,1.1,-36.4,4.856,5191.0,2,1,1,0,0,0,0,0
44,1,999,1.4,-36.1,4.965,5228.1,6,0,3,0,1,0,1,0
46,1,999,-0.1,-42.0,4.191,5195.8,3,0,3,0,1,0,1,0
49,1,999,1.1,-36.4,4.864,5191.0,3,2,1,0,0,0,0,0
56,1,999,1.1,-36.4,4.864,5191.0,3,0,4,0,1,0,0,0
39,5,999,1.4,-42.7,4.962,5228.1,2,2,1,0,1,0,1,0
30,2,999,1.4,-36.1,4.964,5228.1,2,0,5,0,1,1,1,0
45,1,999,-1.8,-47.1,1.405,5099.1,3,0,3,0,1,0,1,0
55,2,999,1.1,-36.4,4.857,5191.0,4,0,4,0,0,0,0,0
48,7,999,-1.8,-46.2,1.244,5099.1,3,0,0,0,0,0,1,0
32,1,999,-0.1,-42.0,4.343,5195.8,7,0,4,0,1,0,0,0
46,2,999,-1.8,-46.2,1.244,5099.1,3,0,3,0,1,0,1,0
48,2,999,-0.1,-42.0,4.12,5195.8,6,0,5,0,0,0,1,0
24,1,999,1.4,-42.7,4.962,5228.1,10,1,1,0,0,0,1,0
32,1,999,1.4,-41.8,4.864,5228.1,0,0,5,0,1,0,0,0
41,2,999,-1.8,-47.1,1.423,5099.1,4,0,1,0,1,1,1,0
37,2,999,1.4,-42.7,4.963,5228.1,2,1,5,0,1,0,1,0
63,3,999,-1.8,-34.6,0.642,5008.7,4,0,1,0,0,0,1,0
35,2,999,-1.8,-46.2,1.281,5099.1,2,0,1,0,1,0,1,0
44,5,999,1.1,-36.4,4.857,5191.0,3,0,1,0,0,0,0,0
62,1,6,-3.0,-33.0,0.706,5023.5,5,0,5,0,1,0,1,1
43,1,999,1.1,-36.4,4.857,5191.0,1,1,1,0,0,0,0,0
28,3,999,-2.9,-31.4,0.869,5076.2,7,0,4,0,1,0,1,0
33,1,999,-0.1,-40.4,4.76,5195.8,2,0,5,0,0,0,1,0
33,1,999,-1.8,-46.2,1.299,5099.1,2,0,1,0,1,1,1,0
36,1,999,1.1,-36.4,4.855,5191.0,3,0,3,0,1,0,0,0
36,1,999,-1.8,-47.1,1.405,5099.1,8,0,3,0,1,0,1,0
35,1,999,1.1,-36.4,4.855,5191.0,3,0,4,0,1,1,0,0
80,2,6,-1.7,-40.3,0.899,4991.6,5,2,0,0,0,1,1,1
49,5,999,1.4,-42.7,4.963,5228.1,6,2,5,0,0,0,1,0
34,2,999,-1.8,-46.2,1.299,5099.1,2,0,5,0,1,0,1,0
46,1,999,-0.1,-42.0,4.286,5195.8,3,0,4,0,1,0,0,0
29,2,3,-3.4,-29.8,0.77,5017.5,2,1,1,0,1,0,1,1
36,7,999,1.4,-36.1,4.963,5228.1,8,0,2,0,0,0,1,0
30,2,999,1.4,-36.1,4.964,5228.1,4,0,5,0,0,0,1,0
30,2,999,-0.1,-42.0,4.076,5195.8,1,1,1,0,0,0,1,0
29,1,999,1.4,-41.8,4.866,5228.1,1,1,1,0,1,0,0,0
28,2,999,1.4,-42.7,4.961,5228.1,4,1,1,0,1,0,1,0
32,17,999,1.4,-42.7,4.963,5228.1,3,0,0,0,0,0,1,0
33,2,999,-1.8,-34.8,0.65,5008.7,2,0,5,0,0,1,0,0
47,1,999,1.4,-41.8,4.959,5228.1,3,2,0,0,1,0,0,0
25,2,999,1.4,-41.8,4.955,5228.1,4,1,4,0,0,1,0,0
35,3,999,1.4,-41.8,4.967,5228.1,2,0,1,0,0,0,0,0
30,1,999,-1.8,-47.1,1.435,5099.1,8,1,5,0,1,0,1,0
28,4,999,1.4,-42.7,4.968,5228.1,1,0,1,0,1,0,1,0
33,1,999,1.4,-36.1,4.967,5228.1,4,1,4,0,1,0,1,0
49,3,999,1.4,-42.7,4.96,5228.1,7,2,3,0,0,0,1,0
31,2,999,1.1,-36.4,4.856,5191.0,3,0,2,0,1,0,0,0
50,1,999,1.4,-42.7,4.957,5228.1,5,0,0,0,1,0,1,0
40,2,999,1.4,-41.8,4.961,5228.1,3,0,0,0,0,0,0,0
44,1,999,1.4,-42.7,4.962,5228.1,6,0,1,0,1,0,1,0
56,1,999,-3.4,-30.1,0.714,5017.5,3,2,0,0,0,0,1,0
48,4,999,-0.1,-42.0,4.021,5195.8,2,0,5,0,0,0,1,0
38,2,999,-1.8,-46.2,1.244,5099.1,2,1,5,0,1,0,1,0
55,1,999,1.1,-36.4,4.857,5191.0,0,0,0,0,0,0,0,0
44,3,999,1.4,-42.7,4.968,5228.1,4,1,5,0,0,1,1,0
44,3,999,1.1,-36.4,4.857,5191.0,4,0,4,0,1,0,0,0
39,1,999,-1.8,-46.2,1.281,5099.1,2,2,3,0,0,0,0,0
33,3,999,1.4,-36.1,4.965,5228.1,2,0,5,0,1,0,1,0
46,2,999,-0.1,-42.0,4.12,5195.8,6,0,5,0,1,0,1,0
54,1,999,1.4,-42.7,4.962,5228.1,4,0,4,0,0,0,1,0
48,3,999,1.4,-36.1,4.968,5228.1,3,0,0,0,0,0,1,0
34,1,999,-1.8,-46.2,1.327,5099.1,3,0,3,0,1,0,1,0
29,2,999,-1.1,-49.5,1.029,4963.6,7,1,1,0,1,0,1,0
68,1,999,-2.9,-31.4,0.861,5076.2,5,0,0,0,0,0,1,0
36,11,999,1.1,-36.4,4.864,5191.0,3,0,0,0,0,0,0,0
51,2,999,-0.1,-42.0,4.191,5195.8,4,0,1,0,0,0,1,0
43,2,999,-1.8,-47.1,1.405,5099.1,6,0,5,0,0,0,1,0
36,1,999,1.1,-36.4,4.856,5191.0,2,0,1,0,1,1,0,0
35,3,999,1.4,-36.1,4.964,5228.1,4,0,4,0,1,1,0,0
33,6,999,1.1,-36.4,4.859,5191.0,4,1,4,0,1,1,0,0
34,2,999,-1.8,-46.2,1.266,5099.1,2,0,5,0,1,0,1,0
28,2,999,-1.8,-46.2,1.266,5099.1,10,1,5,0,1,0,1,0
20,1,999,-1.8,-46.2,1.334,5099.1,3,1,1,0,1,0,1,0
25,1,999,1.4,-42.7,4.963,5228.1,3,1,3,0,1,0,1,0
46,1,999,1.1,-36.4,4.86,5191.0,3,0,3,0,0,0,0,0
36,5,999,1.4,-42.7,4.961,5228.1,1,1,1,0,0,1,1,0
32,1,999,-0.1,-42.0,4.12,5195.8,4,0,5,0,0,1,1,0
29,29,999,1.4,-42.7,4.962,5228.1,4,1,1,0,0,0,1,0
56,1,999,-1.8,-46.2,1.313,5099.1,6,2,5,0,0,0,1,0
50,2,999,-1.8,-46.2,1.281,5099.1,3,1,4,0,0,0,1,0
33,1,999,1.4,-41.8,4.864,5228.1,7,0,3,0,0,0,0,0
38,1,999,-1.8,-46.2,1.281,5099.1,2,0,5,0,1,0,1,0
41,1,999,1.1,-36.4,4.857,5191.0,3,0,0,0,0,0,0,0
32,2,999,1.4,-42.7,4.962,5228.1,2,1,5,0,0,0,1,0
48,1,999,-0.1,-42.0,4.191,5195.8,4,0,5,0,0,0,1,0
58,24,999,1.4,-42.7,4.961,5228.1,5,2,4,0,0,0,1,0
33,1,999,1.4,-42.7,4.962,5228.1,4,0,1,0,0,0,0,0
34,5,999,-1.8,-46.2,1.354,5099.1,1,0,4,0,1,0,1,0
34,4,999,1.4,-42.7,4.961,5228.1,2,1,5,0,0,0,1,0
46,2,999,-1.8,-46.2,1.327,5099.1,6,0,5,0,1,0,1,0
